"region"	"alder"	"kjønn"	"Personer 2023"
"K-5042 Lierne"	"55 år"	"Menn"	12
"K-5042 Lierne"	"55 år"	"Kvinner"	8
"K-5042 Lierne"	"56 år"	"Menn"	6
"K-5042 Lierne"	"56 år"	"Kvinner"	6
"K-5042 Lierne"	"57 år"	"Menn"	12
"K-5042 Lierne"	"57 år"	"Kvinner"	9
"K-5042 Lierne"	"58 år"	"Menn"	9
"K-5042 Lierne"	"58 år"	"Kvinner"	8
"K-5042 Lierne"	"59 år"	"Menn"	12
"K-5042 Lierne"	"59 år"	"Kvinner"	11
"K-5042 Lierne"	"60 år"	"Menn"	10
"K-5042 Lierne"	"60 år"	"Kvinner"	9
"K-5042 Lierne"	"61 år"	"Menn"	6
"K-5042 Lierne"	"61 år"	"Kvinner"	9
"K-5042 Lierne"	"62 år"	"Menn"	10
"K-5042 Lierne"	"62 år"	"Kvinner"	9
"K-5042 Lierne"	"63 år"	"Menn"	10
"K-5042 Lierne"	"63 år"	"Kvinner"	9
"K-5042 Lierne"	"64 år"	"Menn"	7
"K-5042 Lierne"	"64 år"	"Kvinner"	7
"K-5042 Lierne"	"65 år"	"Menn"	3
"K-5042 Lierne"	"65 år"	"Kvinner"	13
"K-5042 Lierne"	"66 år"	"Menn"	20
"K-5042 Lierne"	"66 år"	"Kvinner"	10
"K-5042 Lierne"	"67 år"	"Menn"	7
"K-5042 Lierne"	"67 år"	"Kvinner"	9
"K-5042 Lierne"	"68 år"	"Menn"	14
"K-5042 Lierne"	"68 år"	"Kvinner"	9
"K-5042 Lierne"	"69 år"	"Menn"	10
"K-5042 Lierne"	"69 år"	"Kvinner"	11
"K-5042 Lierne"	"70 år"	"Menn"	12
"K-5042 Lierne"	"70 år"	"Kvinner"	8
"K-5042 Lierne"	"71 år"	"Menn"	12
"K-5042 Lierne"	"71 år"	"Kvinner"	8
"K-5042 Lierne"	"72 år"	"Menn"	8
"K-5042 Lierne"	"72 år"	"Kvinner"	8
"K-5042 Lierne"	"73 år"	"Menn"	10
"K-5042 Lierne"	"73 år"	"Kvinner"	8
"K-5042 Lierne"	"74 år"	"Menn"	15
"K-5042 Lierne"	"74 år"	"Kvinner"	7
"K-5042 Lierne"	"75 år"	"Menn"	4
"K-5042 Lierne"	"75 år"	"Kvinner"	11
"K-5042 Lierne"	"76 år"	"Menn"	7
"K-5042 Lierne"	"76 år"	"Kvinner"	9
"K-5042 Lierne"	"77 år"	"Menn"	12
"K-5042 Lierne"	"77 år"	"Kvinner"	7
"K-5042 Lierne"	"78 år"	"Menn"	10
"K-5042 Lierne"	"78 år"	"Kvinner"	4
"K-5042 Lierne"	"79 år"	"Menn"	6
"K-5042 Lierne"	"79 år"	"Kvinner"	7
"K-5042 Lierne"	"80 år"	"Menn"	3
"K-5042 Lierne"	"80 år"	"Kvinner"	7
"K-5042 Lierne"	"81 år"	"Menn"	6
"K-5042 Lierne"	"81 år"	"Kvinner"	7
"K-5042 Lierne"	"82 år"	"Menn"	3
"K-5042 Lierne"	"82 år"	"Kvinner"	5
"K-5042 Lierne"	"83 år"	"Menn"	4
"K-5042 Lierne"	"83 år"	"Kvinner"	8
"K-5042 Lierne"	"84 år"	"Menn"	4
"K-5042 Lierne"	"84 år"	"Kvinner"	8
"K-5042 Lierne"	"85 år"	"Menn"	2
"K-5042 Lierne"	"85 år"	"Kvinner"	2
"K-5042 Lierne"	"86 år"	"Menn"	2
"K-5042 Lierne"	"86 år"	"Kvinner"	6
"K-5042 Lierne"	"87 år"	"Menn"	1
"K-5042 Lierne"	"87 år"	"Kvinner"	3
"K-5042 Lierne"	"88 år"	"Menn"	2
"K-5042 Lierne"	"88 år"	"Kvinner"	4
"K-5042 Lierne"	"89 år"	"Menn"	1
"K-5042 Lierne"	"89 år"	"Kvinner"	4
"K-5042 Lierne"	"90 år"	"Menn"	1
"K-5042 Lierne"	"90 år"	"Kvinner"	0
"K-5042 Lierne"	"91 år"	"Menn"	0
"K-5042 Lierne"	"91 år"	"Kvinner"	5
"K-5042 Lierne"	"92 år"	"Menn"	1
"K-5042 Lierne"	"92 år"	"Kvinner"	2
"K-5042 Lierne"	"93 år"	"Menn"	0
"K-5042 Lierne"	"93 år"	"Kvinner"	0
"K-5042 Lierne"	"94 år"	"Menn"	1
"K-5042 Lierne"	"94 år"	"Kvinner"	3
"K-5042 Lierne"	"95 år"	"Menn"	0
"K-5042 Lierne"	"95 år"	"Kvinner"	2
"K-5042 Lierne"	"96 år"	"Menn"	1
"K-5042 Lierne"	"96 år"	"Kvinner"	1
"K-5042 Lierne"	"97 år"	"Menn"	0
"K-5042 Lierne"	"97 år"	"Kvinner"	0
"K-5042 Lierne"	"98 år"	"Menn"	0
"K-5042 Lierne"	"98 år"	"Kvinner"	0
"K-5042 Lierne"	"99 år"	"Menn"	0
"K-5042 Lierne"	"99 år"	"Kvinner"	0
"K-5042 Lierne"	"100 år"	"Menn"	0
"K-5042 Lierne"	"100 år"	"Kvinner"	0
"K-5042 Lierne"	"101 år"	"Menn"	0
"K-5042 Lierne"	"101 år"	"Kvinner"	0
"K-5042 Lierne"	"102 år"	"Menn"	0
"K-5042 Lierne"	"102 år"	"Kvinner"	0
"K-5042 Lierne"	"103 år"	"Menn"	0
"K-5042 Lierne"	"103 år"	"Kvinner"	0
"K-5042 Lierne"	"104 år"	"Menn"	0
"K-5042 Lierne"	"104 år"	"Kvinner"	0
"K-5042 Lierne"	"105 år eller eldre"	"Menn"	0
"K-5042 Lierne"	"105 år eller eldre"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"0 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"0 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"1 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"1 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"2 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"2 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"3 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"3 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"4 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"4 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"5 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"5 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"6 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"6 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"7 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"7 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"8 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"8 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"9 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"9 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"10 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"10 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"11 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"11 år"	"Kvinner"	5
"K-5043 Raarvihke - Røyrvik"	"12 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"12 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"13 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"13 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"14 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"14 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"15 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"15 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"16 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"16 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"17 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"17 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"18 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"18 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"19 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"19 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"20 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"20 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"21 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"21 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"22 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"22 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"23 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"23 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"24 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"24 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"25 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"25 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"26 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"26 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"27 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"27 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"28 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"28 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"29 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"29 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"30 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"30 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"31 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"31 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"32 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"32 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"33 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"33 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"34 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"34 år"	"Kvinner"	6
"K-5043 Raarvihke - Røyrvik"	"35 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"35 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"36 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"36 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"37 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"37 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"38 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"38 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"39 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"39 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"40 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"40 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"41 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"41 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"42 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"42 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"43 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"43 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"44 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"44 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"45 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"45 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"46 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"46 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"47 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"47 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"48 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"48 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"49 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"49 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"50 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"50 år"	"Kvinner"	6
"K-5043 Raarvihke - Røyrvik"	"51 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"51 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"52 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"52 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"53 år"	"Menn"	5
"K-5043 Raarvihke - Røyrvik"	"53 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"54 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"54 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"55 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"55 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"56 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"56 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"57 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"57 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"58 år"	"Menn"	6
"K-5043 Raarvihke - Røyrvik"	"58 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"59 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"59 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"60 år"	"Menn"	5
"K-5043 Raarvihke - Røyrvik"	"60 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"61 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"61 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"62 år"	"Menn"	5
"K-5043 Raarvihke - Røyrvik"	"62 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"63 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"63 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"64 år"	"Menn"	7
"K-5043 Raarvihke - Røyrvik"	"64 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"65 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"65 år"	"Kvinner"	5
"K-5043 Raarvihke - Røyrvik"	"66 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"66 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"67 år"	"Menn"	5
"K-5043 Raarvihke - Røyrvik"	"67 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"68 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"68 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"69 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"69 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"70 år"	"Menn"	6
"K-5043 Raarvihke - Røyrvik"	"70 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"71 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"71 år"	"Kvinner"	8
"K-5043 Raarvihke - Røyrvik"	"72 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"72 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"73 år"	"Menn"	5
"K-5043 Raarvihke - Røyrvik"	"73 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"74 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"74 år"	"Kvinner"	4
"K-5043 Raarvihke - Røyrvik"	"75 år"	"Menn"	5
"K-5043 Raarvihke - Røyrvik"	"75 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"76 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"76 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"77 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"77 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"78 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"78 år"	"Kvinner"	5
"K-5043 Raarvihke - Røyrvik"	"79 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"79 år"	"Kvinner"	6
"K-5043 Raarvihke - Røyrvik"	"80 år"	"Menn"	4
"K-5043 Raarvihke - Røyrvik"	"80 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"81 år"	"Menn"	3
"K-5043 Raarvihke - Røyrvik"	"81 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"82 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"82 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"83 år"	"Menn"	2
"K-5043 Raarvihke - Røyrvik"	"83 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"84 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"84 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"85 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"85 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"86 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"86 år"	"Kvinner"	3
"K-5043 Raarvihke - Røyrvik"	"87 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"87 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"88 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"88 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"89 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"89 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"90 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"90 år"	"Kvinner"	2
"K-5043 Raarvihke - Røyrvik"	"91 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"91 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"92 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"92 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"93 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"93 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"94 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"94 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"95 år"	"Menn"	1
"K-5043 Raarvihke - Røyrvik"	"95 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"96 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"96 år"	"Kvinner"	1
"K-5043 Raarvihke - Røyrvik"	"97 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"97 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"98 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"98 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"99 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"99 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"100 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"100 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"101 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"101 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"102 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"102 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"103 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"103 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"104 år"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"104 år"	"Kvinner"	0
"K-5043 Raarvihke - Røyrvik"	"105 år eller eldre"	"Menn"	0
"K-5043 Raarvihke - Røyrvik"	"105 år eller eldre"	"Kvinner"	0
"K-5044 Namsskogan"	"0 år"	"Menn"	1
"K-5044 Namsskogan"	"0 år"	"Kvinner"	1
"K-5044 Namsskogan"	"1 år"	"Menn"	3
"K-5044 Namsskogan"	"1 år"	"Kvinner"	2
"K-5044 Namsskogan"	"2 år"	"Menn"	3
"K-5044 Namsskogan"	"2 år"	"Kvinner"	4
"K-5044 Namsskogan"	"3 år"	"Menn"	3
"K-5044 Namsskogan"	"3 år"	"Kvinner"	0
"K-5044 Namsskogan"	"4 år"	"Menn"	4
"K-5044 Namsskogan"	"4 år"	"Kvinner"	6
"K-5044 Namsskogan"	"5 år"	"Menn"	3
"K-5044 Namsskogan"	"5 år"	"Kvinner"	3
"K-5044 Namsskogan"	"6 år"	"Menn"	2
"K-5044 Namsskogan"	"6 år"	"Kvinner"	5
"K-5044 Namsskogan"	"7 år"	"Menn"	3
"K-5044 Namsskogan"	"7 år"	"Kvinner"	3
"K-5044 Namsskogan"	"8 år"	"Menn"	3
"K-5044 Namsskogan"	"8 år"	"Kvinner"	5
"K-5044 Namsskogan"	"9 år"	"Menn"	3
"K-5044 Namsskogan"	"9 år"	"Kvinner"	3
"K-5044 Namsskogan"	"10 år"	"Menn"	4
"K-5044 Namsskogan"	"10 år"	"Kvinner"	4
"K-5044 Namsskogan"	"11 år"	"Menn"	7
"K-5044 Namsskogan"	"11 år"	"Kvinner"	6
"K-5044 Namsskogan"	"12 år"	"Menn"	8
"K-5044 Namsskogan"	"12 år"	"Kvinner"	3
"K-5044 Namsskogan"	"13 år"	"Menn"	5
"K-5044 Namsskogan"	"13 år"	"Kvinner"	9
"K-5044 Namsskogan"	"14 år"	"Menn"	4
"K-5044 Namsskogan"	"14 år"	"Kvinner"	5
"K-5044 Namsskogan"	"15 år"	"Menn"	4
"K-5044 Namsskogan"	"15 år"	"Kvinner"	6
"K-5044 Namsskogan"	"16 år"	"Menn"	7
"K-5044 Namsskogan"	"16 år"	"Kvinner"	6
"K-5044 Namsskogan"	"17 år"	"Menn"	1
"K-5044 Namsskogan"	"17 år"	"Kvinner"	1
"K-5044 Namsskogan"	"18 år"	"Menn"	3
"K-5044 Namsskogan"	"18 år"	"Kvinner"	2
"K-5044 Namsskogan"	"19 år"	"Menn"	5
"K-5044 Namsskogan"	"19 år"	"Kvinner"	3
"K-5044 Namsskogan"	"20 år"	"Menn"	6
"K-5044 Namsskogan"	"20 år"	"Kvinner"	5
"K-5044 Namsskogan"	"21 år"	"Menn"	4
"K-5044 Namsskogan"	"21 år"	"Kvinner"	5
"K-5044 Namsskogan"	"22 år"	"Menn"	2
"K-5044 Namsskogan"	"22 år"	"Kvinner"	4
"K-5044 Namsskogan"	"23 år"	"Menn"	7
"K-5044 Namsskogan"	"23 år"	"Kvinner"	5
"K-5044 Namsskogan"	"24 år"	"Menn"	5
"K-5044 Namsskogan"	"24 år"	"Kvinner"	2
"K-5044 Namsskogan"	"25 år"	"Menn"	6
"K-5044 Namsskogan"	"25 år"	"Kvinner"	6
"K-5044 Namsskogan"	"26 år"	"Menn"	1
"K-5044 Namsskogan"	"26 år"	"Kvinner"	6
"K-5044 Namsskogan"	"27 år"	"Menn"	4
"K-5044 Namsskogan"	"27 år"	"Kvinner"	5
"K-5044 Namsskogan"	"28 år"	"Menn"	4
"K-5044 Namsskogan"	"28 år"	"Kvinner"	3
"K-5044 Namsskogan"	"29 år"	"Menn"	4
"K-5044 Namsskogan"	"29 år"	"Kvinner"	5
"K-5044 Namsskogan"	"30 år"	"Menn"	0
"K-5044 Namsskogan"	"30 år"	"Kvinner"	6
"K-5044 Namsskogan"	"31 år"	"Menn"	1
"K-5044 Namsskogan"	"31 år"	"Kvinner"	4
"K-5044 Namsskogan"	"32 år"	"Menn"	3
"K-5044 Namsskogan"	"32 år"	"Kvinner"	0
"K-5044 Namsskogan"	"33 år"	"Menn"	5
"K-5044 Namsskogan"	"33 år"	"Kvinner"	1
"K-5044 Namsskogan"	"34 år"	"Menn"	1
"K-5044 Namsskogan"	"34 år"	"Kvinner"	4
"K-5044 Namsskogan"	"35 år"	"Menn"	2
"K-5044 Namsskogan"	"35 år"	"Kvinner"	1
"K-5044 Namsskogan"	"36 år"	"Menn"	1
"K-5044 Namsskogan"	"36 år"	"Kvinner"	1
"K-5044 Namsskogan"	"37 år"	"Menn"	3
"K-5044 Namsskogan"	"37 år"	"Kvinner"	6
"K-5044 Namsskogan"	"38 år"	"Menn"	4
"K-5044 Namsskogan"	"38 år"	"Kvinner"	5
"K-5044 Namsskogan"	"39 år"	"Menn"	6
"K-5044 Namsskogan"	"39 år"	"Kvinner"	8
"K-5044 Namsskogan"	"40 år"	"Menn"	4
"K-5044 Namsskogan"	"40 år"	"Kvinner"	5
"K-5044 Namsskogan"	"41 år"	"Menn"	5
"K-5044 Namsskogan"	"41 år"	"Kvinner"	5
"K-5044 Namsskogan"	"42 år"	"Menn"	5
"K-5044 Namsskogan"	"42 år"	"Kvinner"	8
"K-5044 Namsskogan"	"43 år"	"Menn"	2
"K-5044 Namsskogan"	"43 år"	"Kvinner"	5
"K-5044 Namsskogan"	"44 år"	"Menn"	3
"K-5044 Namsskogan"	"44 år"	"Kvinner"	4
"K-5044 Namsskogan"	"45 år"	"Menn"	6
"K-5044 Namsskogan"	"45 år"	"Kvinner"	2
"K-5044 Namsskogan"	"46 år"	"Menn"	3
"K-5044 Namsskogan"	"46 år"	"Kvinner"	7
"K-5044 Namsskogan"	"47 år"	"Menn"	5
"K-5044 Namsskogan"	"47 år"	"Kvinner"	2
"K-5044 Namsskogan"	"48 år"	"Menn"	5
"K-5044 Namsskogan"	"48 år"	"Kvinner"	3
"K-5044 Namsskogan"	"49 år"	"Menn"	6
"K-5044 Namsskogan"	"49 år"	"Kvinner"	4
"K-5044 Namsskogan"	"50 år"	"Menn"	7
"K-5044 Namsskogan"	"50 år"	"Kvinner"	5
"K-5044 Namsskogan"	"51 år"	"Menn"	6
"K-5044 Namsskogan"	"51 år"	"Kvinner"	8
"K-5044 Namsskogan"	"52 år"	"Menn"	3
"K-5044 Namsskogan"	"52 år"	"Kvinner"	5
"K-5044 Namsskogan"	"53 år"	"Menn"	6
"K-5044 Namsskogan"	"53 år"	"Kvinner"	9
"K-5044 Namsskogan"	"54 år"	"Menn"	6
"K-5044 Namsskogan"	"54 år"	"Kvinner"	8
"K-5044 Namsskogan"	"55 år"	"Menn"	9
"K-5044 Namsskogan"	"55 år"	"Kvinner"	10
"K-5044 Namsskogan"	"56 år"	"Menn"	11
"K-5044 Namsskogan"	"56 år"	"Kvinner"	6
"K-5044 Namsskogan"	"57 år"	"Menn"	9
"K-5044 Namsskogan"	"57 år"	"Kvinner"	3
"K-5044 Namsskogan"	"58 år"	"Menn"	6
"K-5044 Namsskogan"	"58 år"	"Kvinner"	1
"K-5044 Namsskogan"	"59 år"	"Menn"	4
"K-5044 Namsskogan"	"59 år"	"Kvinner"	7
"K-5044 Namsskogan"	"60 år"	"Menn"	6
"K-5044 Namsskogan"	"60 år"	"Kvinner"	8
"K-5044 Namsskogan"	"61 år"	"Menn"	5
